seasonType,eventId,commentaryOrder,playId,clockDisplayValue,commentaryText,updateDateTime
13735,759772,90,46320844,63',Foul by David San Martin (SD Logroñés).,2025-11-04 06:16:15
13735,759772,91,-1,64',Delay in match because of an injury David San Martin (SD Logroñés).,2025-11-04 06:16:15
13735,759772,92,46320845,65',"Substitution, Racing de Santander. Diego Fuentes replaces Íñigo Sainz-Maza.",2025-11-04 06:16:15
13735,759772,93,46320846,65',"Substitution, Racing de Santander. Juan Carlos Arana replaces Asier Villalibre.",2025-11-04 06:16:15
13735,759772,94,-1,65',Delay over. They are ready to continue.,2025-11-04 06:16:15
13735,759772,95,46320849,66',"Goal! SD Logroñés 0, Racing de Santander 2. Yeray Cabanzón (Racing de Santander) right footed shot from the centre of the box to the bottom right corner. Assisted by Juan Carlos Arana with a through ball.",2025-11-04 06:16:15
13735,759772,96,46320852,67',Attempt blocked. Yeray Cabanzón (Racing de Santander) right footed shot from the right side of the box is blocked. Assisted by Marco Sangalli.,2025-11-04 06:16:15
13735,759772,97,-1,68',"Corner, Racing de Santander. Conceded by Iñigo Zubiri.",2025-11-04 06:16:15
13735,759772,98,46320855,70',Foul by David San Martin (SD Logroñés).,2025-11-04 06:16:15
13735,759772,99,46320855,70',Javi Castro (Racing de Santander) wins a free kick in the defensive half.,2025-11-04 06:16:15
13735,759772,100,46320857,71',Foul by Yeray Cabanzón (Racing de Santander).,2025-11-04 06:16:15
13735,759772,101,46320857,71',Joselu Guerra (SD Logroñés) wins a free kick in the defensive half.,2025-11-04 06:16:15
13735,759772,102,46320858,71',Yeray Cabanzón (Racing de Santander) is shown the yellow card for a bad foul.,2025-11-04 06:16:15
13735,759772,103,46320860,72',"Corner, SD Logroñés. Conceded by Samuel Calera.",2025-11-04 06:16:15
13735,759772,104,46320861,72',Diego Fuentes (Racing de Santander) wins a free kick in the defensive half.,2025-11-04 06:16:15
13735,759772,105,46320861,72',Foul by Joselu Guerra (SD Logroñés).,2025-11-04 06:16:15
13735,759772,106,-1,73',"Corner, Racing de Santander. Conceded by Pablo Aguinaga.",2025-11-04 06:16:15
13735,759772,107,46320865,75',"Substitution, Racing de Santander. Izan Yurrieta replaces Samuel Calera.",2025-11-04 06:16:15
13735,759772,108,-1,76',"Corner, Racing de Santander. Conceded by Ander Fernández.",2025-11-04 06:16:15
13735,759772,109,46320868,77',Ander Fernández (SD Logroñés) wins a free kick in the defensive half.,2025-11-04 06:16:15
13735,759772,110,46320868,77',Foul by Izan Yurrieta (Racing de Santander).,2025-11-04 06:16:15
13735,759772,111,46320869,78',"Substitution, SD Logroñés. Khitthi replaces David Sánchez.",2025-11-04 06:16:15
13735,759772,112,46320870,78',"Substitution, SD Logroñés. Iván Hernando replaces Pablo Aguinaga.",2025-11-04 06:16:15
13735,759772,113,46320872,79',Aritz Aldasoro (Racing de Santander) wins a free kick in the attacking half.,2025-11-04 06:16:15
13735,759772,114,46320872,79',Foul by Diego Núñez (SD Logroñés).,2025-11-04 06:16:15
13735,759772,115,46320873,79',Diego Núñez (SD Logroñés) is shown the red card.,2025-11-04 06:16:15
13735,759772,116,-1,79',Delay in match because of an injury Aritz Aldasoro (Racing de Santander).,2025-11-04 06:16:15
13735,759772,117,-1,80',Delay over. They are ready to continue.,2025-11-04 06:16:15
13735,759772,118,46320875,81',Foul by Khitthi (SD Logroñés).,2025-11-04 06:16:15
13735,759772,119,46320875,81',Suleiman Camara (Racing de Santander) wins a free kick on the left wing.,2025-11-04 06:16:15
13735,759772,120,46320876,81',Khitthi (SD Logroñés) is shown the yellow card for a bad foul.,2025-11-04 06:16:15
13735,759772,121,46320877,82',"Substitution, Racing de Santander. Andrés Vallecillo replaces Sergio Martínez.",2025-11-04 06:16:15
13735,759772,122,46320881,85',Attempt saved. Izan Yurrieta (Racing de Santander) right footed shot from outside the box is saved in the centre of the goal by Iván Fernández (SD Logroñés). Assisted by Suleiman Camara.,2025-11-04 06:16:15
13735,759772,123,46320883,86',Foul by Yeray Cabanzón (Racing de Santander).,2025-11-04 06:16:15
13735,759772,124,46320883,86',Iván Hernando (SD Logroñés) wins a free kick in the attacking half.,2025-11-04 06:16:15
13735,759772,125,46320886,87',"Goal! SD Logroñés 0, Racing de Santander 3. Yeray Cabanzón (Racing de Santander) left footed shot from the centre of the box to the bottom left corner. Assisted by Diego Fuentes.",2025-11-04 06:16:15
13735,759772,126,46320888,89',"Goal! SD Logroñés 0, Racing de Santander 4. Izan Yurrieta (Racing de Santander) right footed shot from the centre of the box to the bottom right corner. Assisted by Javi Castro.",2025-11-04 06:16:15
13735,759772,127,46320890,90',"Offside, SD Logroñés. David San Martin is caught offside.",2025-11-04 06:16:15
13735,759772,128,-1,90'+1',Fourth official has announced 2 minutes of added time.,2025-11-04 06:16:15
13735,759772,129,-1,90'+2',"Second Half ends, SD Logroñés 0, Racing de Santander 4.",2025-11-04 06:16:15
13735,759772,130,-1,,"Match ends, SD Logroñés 0, Racing de Santander 4.",2025-11-04 06:16:15
13735,759773,0,-1,,Lineups are announced and players are warming up.,2025-10-30 05:17:57
13735,759773,1,-1,,First Half begins.,2025-10-30 05:17:57
13735,759773,2,46269523,19',"Goal! Sant Andreu 1, Teruel 0. Sergi Serrano (Sant Andreu) right footed shot from the centre of the box to the centre of the goal.",2025-10-30 05:17:57
13735,759773,3,-1,45',Fourth official has announced 1 minutes of added time.,2025-10-30 05:17:57
13735,759773,4,-1,45'+2',"First Half ends, Sant Andreu 1, Teruel 0.",2025-10-30 05:17:57
13735,759773,5,-1,45',"Second Half begins Sant Andreu 1, Teruel 0.",2025-10-30 05:17:57
13735,759773,6,46270832,45',"Substitution, Teruel. Andrés Rodríguez replaces Sergio Moreno.",2025-10-30 05:17:57
13735,759773,7,46270833,45',"Substitution, Teruel. Ayman Arguigue replaces Jorge Padilla.",2025-10-30 05:17:57
13735,759773,8,46270761,45',"Substitution, Teruel. Teddy replaces Joseda.",2025-10-30 05:17:57
13735,759773,9,46271467,62',"Substitution, Sant Andreu. Alexis García replaces Pau Salvans.",2025-10-30 05:17:57
13735,759773,10,46271401,62',"Substitution, Sant Andreu. Max Marcet replaces Sergi García.",2025-10-30 05:17:57
13735,759773,11,46271468,62',"Substitution, Teruel. Mamadou Traoré replaces Goyo.",2025-10-30 05:17:57
13735,759773,12,46271612,67',"Substitution, Sant Andreu. Pau Darbra replaces Sergi Serrano.",2025-10-30 05:17:57
13735,759773,13,46271997,75',Dani Torices (Sant Andreu) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,14,46272062,76',Relu (Teruel) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,15,46272217,81',"Substitution, Teruel. Hugo Redón replaces Relu.",2025-10-30 05:17:57
13735,759773,16,46272253,83',"Substitution, Sant Andreu. Emilio Lucas Viña replaces Albertito.",2025-10-30 05:17:57
13735,759773,17,46272299,84',"Substitution, Sant Andreu. Marcos Mendes replaces Guillem Naranjo.",2025-10-30 05:17:57
13735,759773,18,46272394,87',"Goal! Sant Andreu 1, Teruel 1. Andrés Rodríguez (Teruel) header from the centre of the box to the high centre of the goal. Assisted by Álex Blesa.",2025-10-30 05:17:57
13735,759773,19,46272446,89',Javi Gómez (Sant Andreu) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,20,-1,90',Fourth official has announced 5 minutes of added time.,2025-10-30 05:17:57
13735,759773,21,46272540,90'+1',Marcos Mendes (Sant Andreu) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,22,46272581,90'+2',Teddy (Teruel) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,23,46272635,90'+3',Hugo Redón (Teruel) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,24,46272714,90'+5',Nico Van Rijn (Teruel) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,25,-1,90'+6',"Second Half ends, Sant Andreu 1, Teruel 1.",2025-10-30 05:17:57
13735,759773,26,-1,90',"First Half Extra Time begins Sant Andreu 1, Teruel 1.",2025-10-30 05:17:57
13735,759773,27,46273240,100',Álex Blesa (Teruel) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,28,-1,105',Fourth official has announced 1 minutes of added time.,2025-10-30 05:17:57
13735,759773,29,-1,105'+1',"First Half Extra Time ends, Sant Andreu 1, Teruel 1.",2025-10-30 05:17:57
13735,759773,30,-1,105',"Second Half Extra Time begins Sant Andreu 1, Teruel 1.",2025-10-30 05:17:57
13735,759773,31,46273680,105',"Substitution, Sant Andreu. Noel Carbonell replaces Jordi Méndez.",2025-10-30 05:17:57
13735,759773,32,46273844,108',Manel Royo (Teruel) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,33,46274032,110',"Goal! Sant Andreu 2, Teruel 1. Emilio Lucas Viña (Sant Andreu) right footed shot from the centre of the box to the centre of the goal. Assisted by Alexis García.",2025-10-30 05:17:57
13735,759773,34,46274085,112',"Substitution, Teruel. Álvaro Merencio replaces Manel Royo.",2025-10-30 05:17:57
13735,759773,35,-1,120',Fourth official has announced 2 minutes of added time.,2025-10-30 05:17:57
13735,759773,36,46274385,120',Ayman Arguigue (Teruel) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,37,46274452,120',Max Marcet (Sant Andreu) is shown the yellow card for a bad foul.,2025-10-30 05:17:57
13735,759773,38,-1,120'+3',"Second Half Extra Time ends, Sant Andreu 2, Teruel 1.",2025-10-30 05:17:57
13735,759773,39,-1,,"Match ends, Sant Andreu 2, Teruel 1.",2025-10-30 05:17:57
13735,759774,0,-1,,Lineups are announced and players are warming up.,2025-10-29 05:18:30
13735,759774,1,-1,,First Half begins.,2025-10-29 05:18:30
13735,759774,2,46259291,17',"Goal! Tropezón 0, Cultural Leonesa 1. Daniel Paraschiv (Cultural Leonesa) converts the penalty with a right footed shot to the high centre of the goal.",2025-10-29 05:18:30
13735,759774,3,-1,45',Fourth official has announced 1 minutes of added time.,2025-10-29 05:18:30
13735,759774,4,-1,45'+2',"First Half ends, Tropezón 0, Cultural Leonesa 1.",2025-10-29 05:18:30
13735,759774,5,-1,45',"Second Half begins Tropezón 0, Cultural Leonesa 1.",2025-10-29 05:18:30
13735,759774,6,46260843,51',Yayo González (Cultural Leonesa) is shown the yellow card for a bad foul.,2025-10-29 05:18:30
13735,759774,7,46260920,55',"Goal! Tropezón 0, Cultural Leonesa 2. Tomás Ribeiro (Cultural Leonesa) right footed shot from the centre of the box to the high centre of the goal. Assisted by Pibe.",2025-10-29 05:18:30
13735,759774,8,46261231,63',"Substitution, Cultural Leonesa. Jordi Mboula replaces Paco Cortés.",2025-10-29 05:18:30
13735,759774,9,46261342,63',"Substitution, Tropezón. Abel Acosta replaces Francisco Cobo.",2025-10-29 05:18:30
13735,759774,10,46261341,63',"Substitution, Tropezón. Hugo Ruiz replaces Adrián Pacheco.",2025-10-29 05:18:30
13735,759774,11,46261393,65',"Substitution, Tropezón. Daniel Pineda replaces Rubén Gago.",2025-10-29 05:18:30
13735,759774,12,46261920,74',"Substitution, Cultural Leonesa. Diego Collado replaces Lucas Ribeiro Costa.",2025-10-29 05:18:30
13735,759774,13,46261737,74',"Substitution, Cultural Leonesa. Luis Chacón replaces Pibe.",2025-10-29 05:18:30
13735,759774,14,46261921,76',"Substitution, Tropezón. Xabier Martínez replaces Guillermo Nalda.",2025-10-29 05:18:30
13735,759774,15,46261855,76',"Substitution, Tropezón. Álvaro Mier replaces Fer Torre.",2025-10-29 05:18:30
13735,759774,16,46262095,84',"Goal! Tropezón 1, Cultural Leonesa 2. Juan Madroño (Tropezón) right footed shot from the centre of the box to the high centre of the goal.",2025-10-29 05:18:30
13735,759774,17,46262188,89',"Substitution, Cultural Leonesa. Manu Justo replaces Daniel Paraschiv.",2025-10-29 05:18:30
13735,759774,18,46262238,89',"Substitution, Cultural Leonesa. Selu Diallo replaces Yayo González.",2025-10-29 05:18:30
13735,759774,19,-1,90',Fourth official has announced 4 minutes of added time.,2025-10-29 05:18:30
13735,759774,20,46262395,90'+4',"Goal! Tropezón 1, Cultural Leonesa 3. Jordi Mboula (Cultural Leonesa) right footed shot from the centre of the box to the centre of the goal. Assisted by Diego Collado.",2025-10-29 05:18:30
13735,759774,21,-1,90'+5',"Second Half ends, Tropezón 1, Cultural Leonesa 3.",2025-10-29 05:18:30
13735,759774,22,-1,,"Match ends, Tropezón 1, Cultural Leonesa 3.",2025-10-29 05:18:30
13735,759775,0,-1,,Lineups are announced and players are warming up.,2025-10-31 05:17:00
13735,759775,1,-1,,First Half begins.,2025-10-31 05:17:00
13735,759775,2,46279439,10',"Goal! UD Logroñés 0, Ponferradina 1. Xemi (Ponferradina) right footed shot from the centre of the box to the high centre of the goal.",2025-10-31 05:17:00
13735,759775,3,46279566,24',Álex Mula (Ponferradina) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759775,4,46279709,39',Eugene Frimpong (Ponferradina) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759775,5,46279735,44',Miguel Marí (UD Logroñés) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759775,6,-1,45',Fourth official has announced 1 minutes of added time.,2025-10-31 05:17:00
13735,759775,7,-1,45'+1',"First Half ends, UD Logroñés 0, Ponferradina 1.",2025-10-31 05:17:00
13735,759775,8,-1,45',"Second Half begins UD Logroñés 0, Ponferradina 1.",2025-10-31 05:17:00
13735,759775,9,46279980,51',Xemi (Ponferradina) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759775,10,46280012,53',"Goal! UD Logroñés 0, Ponferradina 2. Abdoulaye Keita (Ponferradina) right footed shot from the centre of the box to the centre of the goal.",2025-10-31 05:17:00
13735,759775,11,46280043,56',"Goal! UD Logroñés 1, Ponferradina 2. Anai Morales (UD Logroñés) right footed shot from the centre of the box to the centre of the goal. Assisted by Aitor Pascual.",2025-10-31 05:17:00
13735,759775,12,46280084,58',Eneko Undabarrena (Ponferradina) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759775,13,46280124,60',"Substitution, Ponferradina. Borja Valle replaces Xemi.",2025-10-31 05:17:00
13735,759775,14,46280125,60',"Substitution, Ponferradina. Borja Vázquez replaces Abdoulaye Keita.",2025-10-31 05:17:00
13735,759775,15,46280106,60',"Substitution, Ponferradina. Vladyslav Kysil replaces Eugene Frimpong.",2025-10-31 05:17:00
13735,759775,16,46280147,65',Mario Jorrín (Ponferradina) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759775,17,46280166,67',"Substitution, Ponferradina. José Cortés replaces Sergio Benito.",2025-10-31 05:17:00
13735,759775,18,46280230,70',"Substitution, Ponferradina. Boris Moltenis replaces Mario Jorrín.",2025-11-01 05:18:07
13735,759775,19,46280216,70',"Substitution, UD Logroñés. Iker Otadui replaces Yanis Lhéry.",2025-11-01 05:18:07
13735,759775,20,46280231,70',"Substitution, UD Logroñés. Joel Febas replaces Urki Txoperena.",2025-11-01 05:18:07
13735,759775,21,46280377,77',Anai Morales (UD Logroñés) is shown the yellow card for a bad foul.,2025-11-01 05:18:07
13735,759775,22,46280425,80',"Substitution, UD Logroñés. Carlos Benítez replaces Latif Issman.",2025-11-01 05:18:07
13735,759775,23,46280416,80',"Substitution, UD Logroñés. Isma Santana replaces Anai Morales.",2025-11-01 05:18:07
13735,759775,24,46280439,83',Iñaki Sáenz (UD Logroñés) is shown the yellow card for a bad foul.,2025-11-01 05:18:07
13735,759775,25,46280475,85',Eder Larrea (UD Logroñés) is shown the yellow card for a bad foul.,2025-11-01 05:18:07
13735,759775,26,-1,90',Fourth official has announced 6 minutes of added time.,2025-11-01 05:18:07
13735,759775,27,46280514,90'+1',"Substitution, UD Logroñés. Jens Hugo replaces Miguel Marí.",2025-11-01 05:18:07
13735,759775,28,46280567,90'+6',"Goal! UD Logroñés 1, Ponferradina 3. Borja Valle (Ponferradina) right footed shot from the centre of the box to the centre of the goal. Assisted by Borja Vázquez.",2025-11-01 05:18:07
13735,759775,29,-1,90'+7',"Second Half ends, UD Logroñés 1, Ponferradina 3.",2025-11-01 05:18:07
13735,759775,30,-1,,"Match ends, UD Logroñés 1, Ponferradina 3.",2025-11-01 05:18:07
13735,759776,0,-1,,Lineups are announced and players are warming up.,2025-10-31 05:17:00
13735,759776,1,-1,,First Half begins.,2025-10-31 05:17:00
13735,759776,2,46279512,18',Julio Rodríguez (Real Avilés) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759776,3,46279614,29',"Substitution, Real Avilés. Pablo Álvarez replaces Yasser El Arbaoui.",2025-10-31 05:17:00
13735,759776,4,-1,45',Fourth official has announced 3 minutes of added time.,2025-10-31 05:17:00
13735,759776,5,-1,45'+3',"First Half ends, Real Ávila 0, Real Avilés 0.",2025-10-31 05:17:00
13735,759776,6,-1,45',"Second Half begins Real Ávila 0, Real Avilés 0.",2025-10-31 05:17:00
13735,759776,7,46279942,45',"Substitution, Real Ávila. Carlos Perez replaces Filipe Sissé.",2025-10-31 05:17:00
13735,759776,8,46280096,60',Álvaro Gete (Real Avilés) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759776,9,46280121,62',"Substitution, Real Ávila. Gonzalo Serrano replaces Adri Carrión.",2025-10-31 05:17:00
13735,759776,10,46280140,63',"Substitution, Real Ávila. Runy replaces Diego Lorenzo.",2025-10-31 05:17:00
13735,759776,11,46280228,64',Viti (Real Avilés) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759776,12,46280189,65',"Substitution, Real Avilés. Kevin Bautista replaces Javi Cueto.",2025-10-31 05:17:00
13735,759776,13,46280235,65',"Substitution, Real Avilés. Raúl Hernández replaces Quicala Bari.",2025-10-31 05:17:00
13735,759776,14,46280204,65',"Substitution, Real Avilés. Raúl Rubio replaces Natalio.",2025-10-31 05:17:00
13735,759776,15,46280213,69',Álex Moreno (Real Ávila) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759776,16,46280407,79',"Substitution, Real Ávila. Carlos Pascual replaces Khalifa Fall.",2025-10-31 05:17:00
13735,759776,17,46280441,83',"Substitution, Real Avilés. Isi Ros replaces Berto Cayarga.",2025-10-31 05:17:00
13735,759776,18,46280451,83',"Substitution, Real Ávila. Pedro Luz replaces Mamadou Sarr.",2025-10-31 05:17:00
13735,759776,19,-1,90',Fourth official has announced 4 minutes of added time.,2025-10-31 05:17:00
13735,759776,20,46280530,90'+2',Carlos Perez (Real Ávila) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759776,21,-1,90'+4',"Second Half ends, Real Ávila 0, Real Avilés 0.",2025-10-31 05:17:00
13735,759776,22,-1,90',"First Half Extra Time begins Real Ávila 0, Real Avilés 0.",2025-10-31 05:17:00
13735,759776,23,-1,105',Fourth official has announced 0 minutes of added time.,2025-10-31 05:17:00
13735,759776,24,-1,105'+1',"First Half Extra Time ends, Real Ávila 0, Real Avilés 0.",2025-10-31 05:17:00
13735,759776,25,-1,105',"Second Half Extra Time begins Real Ávila 0, Real Avilés 0.",2025-10-31 05:17:00
13735,759776,26,46280745,105',"Substitution, Real Avilés. Adri Gómez replaces Álvaro Gete.",2025-10-31 05:17:00
13735,759776,27,46280771,108',"Goal! Real Ávila 1, Real Avilés 0. Vitolo (Real Ávila) right footed shot from more than 35 yards to the high centre of the goal.",2025-10-31 05:17:00
13735,759776,28,46280807,112',"Substitution, Real Ávila. Markel Ruiz replaces Carlos Perez.",2025-10-31 05:17:00
13735,759776,29,-1,120',Fourth official has announced 2 minutes of added time.,2025-10-31 05:17:00
13735,759776,30,46280913,120',Isi Ros (Real Avilés) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759776,31,-1,120'+3',"Second Half Extra Time ends, Real Ávila 1, Real Avilés 0.",2025-10-31 05:17:00
13735,759776,32,-1,,"Match ends, Real Ávila 1, Real Avilés 0.",2025-10-31 05:17:00
13735,759777,0,-1,,Lineups are announced and players are warming up.,2025-10-31 05:17:00
13735,759777,1,-1,,First Half begins.,2025-10-31 05:17:00
13735,759777,2,46279033,3',Attempt missed. Damián Rodríguez (Celta Vigo) left footed shot from outside the box is too high. Assisted by Franco Cervi.,2025-10-31 05:17:00
13735,759777,3,-1,4',Handball by Hugo Álvarez (Celta Vigo).,2025-10-31 05:17:00
13735,759777,4,-1,4',Foul by Santi Otero (Puerto de Vega).,2025-10-31 05:17:00
13735,759777,5,-1,4',Yoel Lago (Celta Vigo) wins a free kick in the defensive half.,2025-10-31 05:17:00
13735,759777,6,-1,10',David Álvarez (Puerto de Vega) wins a free kick on the left wing.,2025-10-31 05:17:00
13735,759777,7,-1,10',Foul by Yoel Lago (Celta Vigo).,2025-10-31 05:17:00
13735,759777,8,-1,18',Attempt blocked. Hugo Álvarez (Celta Vigo) right footed shot from the left side of the box is blocked. Assisted by Mihailo Ristic.,2025-10-31 05:17:00
13735,759777,9,-1,19',Attempt saved. Hugo González (Celta Vigo) left footed shot from the centre of the box is saved in the centre of the goal by Javi Torres (Puerto de Vega). Assisted by Franco Cervi with a through ball.,2025-10-31 05:17:00
13735,759777,10,46279121,19',Miguel Román (Celta Vigo) hits the bar with a right footed shot from outside the box. Assisted by Damián Rodríguez.,2025-10-31 05:17:00
13735,759777,11,-1,21',Foul by Hugo González (Celta Vigo).,2025-10-31 05:17:00
13735,759777,12,-1,21',Sergio Ardura (Puerto de Vega) wins a free kick in the defensive half.,2025-10-31 05:17:00
13735,759777,13,-1,27',Attempt saved. David Álvarez (Puerto de Vega) right footed shot from the right side of the box is saved in the centre of the goal by Iván Villar (Celta Vigo).,2025-10-31 05:17:00
13735,759777,14,46279183,30',Attempt missed. Mihailo Ristic (Celta Vigo) left footed shot from the centre of the box is just a bit too high. Assisted by Miguel Román with a through ball.,2025-10-31 05:17:00
13735,759777,15,46279193,31',Attempt missed. Damián Rodríguez (Celta Vigo) left footed shot from outside the box is high and wide to the left. Assisted by Franco Cervi.,2025-10-31 05:17:00
13735,759777,16,-1,33',Attempt saved. Mihailo Ristic (Celta Vigo) left footed shot from the left side of the box is saved in the bottom left corner by Javi Torres (Puerto de Vega). Assisted by Damián Rodríguez.,2025-10-31 05:17:00
13735,759777,17,-1,34',Foul by Hugo Álvarez (Celta Vigo).,2025-10-31 05:17:00
13735,759777,18,-1,34',Javi Suárez (Puerto de Vega) wins a free kick in the defensive half.,2025-10-31 05:17:00
13735,759777,19,-1,37',"Corner, Celta Vigo. Conceded by Matheus.",2025-10-31 05:17:00
13735,759777,20,-1,37',Attempt blocked. Jones El Abdellaoui (Celta Vigo) left footed shot from outside the box is blocked. Assisted by Damián Rodríguez.,2025-10-31 05:17:00
13735,759777,21,46279261,42',Attempt missed. Gonzalo Trovato (Puerto de Vega) left footed shot from outside the box is high and wide to the right. Assisted by Sergio Ardura.,2025-10-31 05:17:00
13735,759777,22,-1,45',Fourth official has announced 1 minutes of added time.,2025-10-31 05:17:00
13735,759777,23,46279297,45'+2',"First Half ends, Puerto de Vega 0, Celta Vigo 0.",2025-10-31 05:17:00
13735,759777,24,-1,45',"Second Half begins Puerto de Vega 0, Celta Vigo 0.",2025-10-31 05:17:00
13735,759777,25,46279354,45',"Substitution, Celta Vigo. Óscar Marcos replaces Yoel Lago.",2025-10-31 05:17:00
13735,759777,26,-1,46',Foul by Sergio Ardura (Puerto de Vega).,2025-10-31 05:17:00
13735,759777,27,-1,46',Óscar Marcos (Celta Vigo) wins a free kick on the right wing.,2025-10-31 05:17:00
13735,759777,28,46279368,46',Sergio Ardura (Puerto de Vega) is shown the yellow card for a bad foul.,2025-10-31 05:17:00
13735,759777,29,46279367,46',"Attempt missed. Carlos Domínguez (Celta Vigo) header from the centre of the box is close, but misses to the left. Assisted by Miguel Román with a cross following a set piece situation.",2025-10-31 05:17:00
13735,759777,30,46279384,48',Attempt missed. Mihailo Ristic (Celta Vigo) left footed shot from outside the box is too high. Assisted by Damián Rodríguez.,2025-10-31 05:17:00
13735,759777,31,-1,49',Attempt blocked. Miguel Román (Celta Vigo) right footed shot from a difficult angle on the left is blocked. Assisted by Hugo Álvarez with a through ball.,2025-10-31 05:17:00
13735,759777,32,-1,50',Attempt blocked. Damián Rodríguez (Celta Vigo) left footed shot from outside the box is blocked. Assisted by Hugo Álvarez.,2025-10-31 05:17:00
13735,759777,33,46279407,51',"Goal! Puerto de Vega 0, Celta Vigo 1. Óscar Marcos (Celta Vigo) header from very close range to the bottom right corner. Assisted by Franco Cervi.",2025-10-31 05:17:00
13735,759777,34,-1,53',Penalty Celta Vigo. Hugo Álvarez draws a foul in the penalty area.,2025-10-31 05:17:00
13735,759777,35,-1,53',Penalty conceded by Matheus (Puerto de Vega) after a foul in the penalty area.,2025-10-31 05:17:00
13735,759777,36,46279437,53',"Goal! Puerto de Vega 0, Celta Vigo 2. Damián Rodríguez (Celta Vigo) converts the penalty with a left footed shot to the bottom right corner.",2025-10-31 05:17:00
13735,759777,37,46279486,59',"Substitution, Puerto de Vega. Rubén Menéndez replaces Diego Fernández.",2025-10-31 05:17:00
13735,759777,38,46279498,59',"Substitution, Puerto de Vega. Emilio Giraudo replaces David Álvarez.",2025-10-31 05:17:00
13735,759777,39,-1,61',Delay in match because of an injury Sergio Ardura (Puerto de Vega).,2025-10-31 05:17:00
13735,759777,40,-1,62',Delay over. They are ready to continue.,2025-10-31 05:17:00
13735,759777,41,-1,62',"Corner, Celta Vigo. Conceded by Javi Suárez.",2025-10-31 05:17:00
13735,759777,42,46279541,65',"Substitution, Celta Vigo. Andrés Antañón replaces Hugo González.",2025-10-31 05:17:00
13735,759777,43,46279554,65',"Substitution, Celta Vigo. Pablo Meixús replaces Jones El Abdellaoui.",2025-10-31 05:17:00
13735,759777,44,-1,68',Attempt saved. Óscar Marcos (Celta Vigo) right footed shot from the centre of the box is saved in the top centre of the goal by Javi Torres (Puerto de Vega). Assisted by Hugo Álvarez with a cross.,2025-10-31 05:17:00
13735,759777,45,-1,71',Delay in match because of an injury Gonzalo Trovato (Puerto de Vega).,2025-10-31 05:17:00
13735,759777,46,-1,72',Delay over. They are ready to continue.,2025-10-31 05:17:00
13735,759777,47,46279615,72',"Substitution, Puerto de Vega. Pablo Vilar replaces Gonzalo Trovato because of an injury.",2025-10-31 05:17:00
13735,759777,48,-1,73',Foul by Santi Otero (Puerto de Vega).,2025-10-31 05:17:00
13735,759777,49,-1,73',Franco Cervi (Celta Vigo) wins a free kick on the right wing.,2025-10-31 05:17:00
13735,759777,50,-1,74',Emilio Giraudo (Puerto de Vega) wins a free kick in the attacking half.,2025-10-31 05:17:00
13735,759777,51,-1,74',Foul by Pablo Meixús (Celta Vigo).,2025-10-31 05:17:00
13735,759777,52,-1,76',Attempt saved. Andrés Antañón (Celta Vigo) right footed shot from outside the box is saved in the bottom right corner by Javi Torres (Puerto de Vega). Assisted by Damián Rodríguez.,2025-10-31 05:17:00
13735,759777,53,46279659,77',Attempt missed. Miguel Román (Celta Vigo) right footed shot from outside the box is too high. Assisted by Carlos Domínguez.,2025-10-31 05:17:00
13735,759777,54,46279660,77',"Substitution, Celta Vigo. Hugo Sotelo replaces Miguel Román.",2025-10-31 05:17:00
13735,759777,55,46279671,77',"Substitution, Celta Vigo. Manu Fernández replaces Damián Rodríguez.",2025-10-31 05:17:00
13735,759777,56,46279680,79',"Substitution, Puerto de Vega. Pelayo García replaces Pedro Riesgo.",2025-10-31 05:17:00
13735,759777,57,46279724,79',"Substitution, Puerto de Vega. Miguel Suárez replaces Álvaro Rodríguez.",2025-10-31 05:17:00
13735,759777,58,-1,79',Óscar Marcos (Celta Vigo) wins a free kick in the defensive half.,2025-10-31 05:17:00
13735,759777,59,-1,79',Foul by Pelayo García (Puerto de Vega).,2025-10-31 05:17:00
